description,price,address,images,sourceUrl,source,listedDate,governorate,originalArea,area,pricePerSqFt,propertyType,zoning,originalPrice,coordinates,image_list,nearWater,roadAccess,utilities
A Vendre Maison au Cité Tahrir,300000,"Tunis, il y a 10 minutes",https://www.tayara.tn/mediaGateway/resize-image?img=cd/cd3e6041-f5d3-4ae0-a25b-251419309248&w=100&w=300,https://www.tayara.tnhttps://www.tayara.tn/fr/item/6806254ec1f8f57898ddd438/Maisons%20et%20Villas/Tunis/Ettahrir/A_Vendre_Maison_au_Cit_Tahrir/,tayara.tn,2025-04-21,Tunis,,,,autre,unknown,300 000 DT,"[10.185004176414894, 36.80191779923297]",['https://www.tayara.tn/mediaGateway/resize-image?img=cd/cd3e6041-f5d3-4ae0-a25b-251419309248&w=100&w=300'],False,True,True
Appart S+1 meublé avec parking sous-sol à Ennasr 2,1050,"Ariana, il y a 10 minutes",https://www.tayara.tn/mediaGateway/resize-image?img=f9/f9c1248c-2155-4935-8cd6-8adb4b2ef058&w=300,https://www.tayara.tnhttps://www.tayara.tn/fr/item/6806254cc5beda2b51cbe05c/Appartements/Ariana/Cit_Ennasr_2/Appart_S1_meubl_avec_parking_soussol_Ennasr_2/,tayara.tn,2025-04-21,Ariana,1.0,11.0,95.45,autre,unknown,1 050 DT,"[10.196047458566294, 36.85357685024406]",['https://www.tayara.tn/mediaGateway/resize-image?img=f9/f9c1248c-2155-4935-8cd6-8adb4b2ef058&w=300'],False,True,True
bureau s plus 1 hst a el manar 2 wb4107,1400,"Tunis, il y a 11 minutes",https://www.tayara.tn/mediaGateway/resize-image?img=36/36d73d4c-71f3-454c-86e6-33e261c1fff6&w=300,https://www.tayara.tnhttps://www.tayara.tn/fr/item/6806252dc1f8f57898ddd413/Bureaux%20et%20Plateaux/Tunis/El_Manar_2/bureau_s_plus_1_hst_a_el_manar_2_wb4107/,tayara.tn,2025-04-21,Tunis,,,,autre,unknown,1 400 DT,"[10.180853405275675, 36.81087013356882]",['https://www.tayara.tn/mediaGateway/resize-image?img=36/36d73d4c-71f3-454c-86e6-33e261c1fff6&w=300'],False,True,True
hall plus 2 a la cité el khadhra vte wb2371,150000,"Tunis, il y a 11 minutes",https://www.tayara.tn/mediaGateway/resize-image?img=e3/e34651a8-6cad-4cb2-8742-34e9e5306f2a&w=300,https://www.tayara.tnhttps://www.tayara.tn/fr/item/6806252bc1f8f57898ddd40e/Appartements/Tunis/Cit_El_Khadra/hall_plus_2_a_la_cit_el_khadhra_vte_wb2371/,tayara.tn,2025-04-21,Tunis,,,,autre,unknown,150 000 DT,"[10.175247262589904, 36.79892667159288]",['https://www.tayara.tn/mediaGateway/resize-image?img=e3/e34651a8-6cad-4cb2-8742-34e9e5306f2a&w=300'],False,True,True
duplex s plus 5 a la cité el khadhra wb2992,1200,"Tunis, il y a 11 minutes",https://www.tayara.tn/mediaGateway/resize-image?img=8a/8ac4e368-da86-4f4f-9641-40b98182de15&w=300,https://www.tayara.tnhttps://www.tayara.tn/fr/item/6806252ac5beda2b51cbe032/Maisons%20et%20Villas/Tunis/Cit_El_Khadra/duplex_s_plus_5_a_la_cit_el_khadhra_wb2992/,tayara.tn,2025-04-21,Tunis,,,,autre,unknown,1 200 DT,"[10.177211929656345, 36.80388940329964]",['https://www.tayara.tn/mediaGateway/resize-image?img=8a/8ac4e368-da86-4f4f-9641-40b98182de15&w=300'],False,True,True
A louer studio appartement meublé par jour par nuitée à hay ennasr 22333312,80,"Ariana, il y a 11 minutes",https://www.tayara.tn/mediaGateway/resize-image?img=e3/e3d045d4-bc2a-4f3b-bc49-e2f435ce7638&w=300,https://www.tayara.tnhttps://www.tayara.tn/fr/item/6806250ac1f8f57898ddd3e6/Appartements/Ariana/Ariana/A_louer_studio_appartement_meubl_par_jour_par_nuite_hay_ennasr_22333312/,tayara.tn,2025-04-21,Ariana,,,,autre,residential,80 DT,"[10.187723744914466, 36.86040679185198]",['https://www.tayara.tn/mediaGateway/resize-image?img=e3/e3d045d4-bc2a-4f3b-bc49-e2f435ce7638&w=300'],False,True,True
rc s plus 2 meublé a la cité el khadhra wb3076,1000,"Tunis, il y a 13 minutes",https://www.tayara.tn/mediaGateway/resize-image?img=c3/c39d0621-7c9d-4a94-8b99-e41affefe180&w=300,https://www.tayara.tnhttps://www.tayara.tn/fr/item/680624b9c1f8f57898ddd38a/Maisons%20et%20Villas/Tunis/Cit_El_Khadra/rc_s_plus_2_meubl_a_la_cit_el_khadhra_wb3076/,tayara.tn,2025-04-21,Tunis,2.0,22.0,45.45,autre,unknown,1 000 DT,"[10.17774586516666, 36.79697132669421]",['https://www.tayara.tn/mediaGateway/resize-image?img=c3/c39d0621-7c9d-4a94-8b99-e41affefe180&w=300'],False,True,True
studio s0 hst a la cité el khadhra wb4114,600,"Tunis, il y a 15 minutes",https://www.tayara.tn/mediaGateway/resize-image?img=5d/5d36ae08-d17e-4671-9782-a1547422d8ad&w=300,https://www.tayara.tnhttps://www.tayara.tn/fr/item/680624b8c1f8f57898ddd388/Maisons%20et%20Villas/Tunis/Cit_El_Khadra/studio_s0_hst_a_la_cit_el_khadhra_wb4114/,tayara.tn,2025-04-21,Tunis,,,,autre,residential,600 DT,"[10.174208424012289, 36.81084077646129]",['https://www.tayara.tn/mediaGateway/resize-image?img=5d/5d36ae08-d17e-4671-9782-a1547422d8ad&w=300'],False,True,True
A louer appartement s1 haut standing jamais habitée a cité el wahatt Ain zaghouan,950,"Tunis, il y a 15 minutes",https://www.tayara.tn/mediaGateway/resize-image?img=a5/a569f59e-497e-4a8a-9e8b-65873a7eac86&w=300,https://www.tayara.tnhttps://www.tayara.tn/fr/item/680624b7c1f8f57898ddd385/Appartements/Tunis/Ain_Zaghouen/A_louer_appartement_s1_haut_standing_jamais_habite_a_cit_el_wahatt_Ain_zaghouan/,tayara.tn,2025-04-21,Tunis,,,,autre,residential,950 DT,"[10.181481669150152, 36.81526529356407]",['https://www.tayara.tn/mediaGateway/resize-image?img=a5/a569f59e-497e-4a8a-9e8b-65873a7eac86&w=300'],False,True,True
📍RIADH ANDALOUS : APPARTEMENT S+1 A VENDRE,178000,"Ariana, il y a 15 minutes",https://www.tayara.tn/mediaGateway/resize-image?img=9b/9bb731cb-dce5-4230-9151-3f1ca6f46072&w=100&w=300,https://www.tayara.tnhttps://www.tayara.tn/fr/item/680624b4c1f8f57898ddd381/Appartements/Ariana/Riadh_Andalous/RIADH_ANDALOUS_APPARTEMENT_S1_A_VENDRE_/,tayara.tn,2025-04-21,Ariana,,,,autre,residential,178 000 DT,"[10.200590264066495, 36.86086147280263]",['https://www.tayara.tn/mediaGateway/resize-image?img=9b/9bb731cb-dce5-4230-9151-3f1ca6f46072&w=100&w=300'],False,True,True
À louer un appartement S+2 haut standing à Ennasr2,1380,"Ariana, il y a 16 minutes",https://www.tayara.tn/mediaGateway/resize-image?img=25/25cd8c42-b125-4d03-a8e4-6f8d4cbb1127&w=100&w=300,https://www.tayara.tnhttps://www.tayara.tn/fr/item/68025d11c5beda2b51c950da/Appartements/Ariana/Ennasr/_louer_un_appartement_S2_haut_standing_Ennasr2_/,tayara.tn,2025-04-21,Ariana,,,,autre,residential,1 380 DT,"[10.191900070515512, 36.86426198315042]",['https://www.tayara.tn/mediaGateway/resize-image?img=25/25cd8c42-b125-4d03-a8e4-6f8d4cbb1127&w=100&w=300'],False,True,True
Appart S+2 meublé à Ennasr 2,1150,"Ariana, il y a 16 minutes",https://www.tayara.tn/mediaGateway/resize-image?img=c1/c163ef47-648d-4d53-a08b-c43d678f7474&w=300,https://www.tayara.tnhttps://www.tayara.tn/fr/item/68062489c5beda2b51cbdf89/Appartements/Ariana/Cit_Ennasr_2/Appart_S2_meubl_Ennasr_2/,tayara.tn,2025-04-21,Ariana,2.0,22.0,52.27,autre,unknown,1 150 DT,"[10.188616080279495, 36.86041796802168]",['https://www.tayara.tn/mediaGateway/resize-image?img=c1/c163ef47-648d-4d53-a08b-c43d678f7474&w=300'],False,True,True
À louer un appartement S+2 à ariana supérieure,650,"Ariana, il y a 16 minutes",https://www.tayara.tn/mediaGateway/resize-image?img=25/25cd8c42-b125-4d03-a8e4-6f8d4cbb1127&w=100&w=300,https://www.tayara.tnhttps://www.tayara.tn/fr/item/67ff7fb5fd1c6385be50a3bd/Appartements/Ariana/El_Menzah_8/_louer_un_appartement_S2_ariana_suprieure_/,tayara.tn,2025-04-21,Ariana,,,,autre,residential,650 DT,"[10.195396823883087, 36.86783352523079]",['https://www.tayara.tn/mediaGateway/resize-image?img=25/25cd8c42-b125-4d03-a8e4-6f8d4cbb1127&w=100&w=300'],False,True,True
A louer un rez de jardin S+4 d'une villa à Ennasr2,1400,"Ariana, il y a 17 minutes",https://www.tayara.tn/mediaGateway/resize-image?img=25/25cd8c42-b125-4d03-a8e4-6f8d4cbb1127&w=100&w=300,https://www.tayara.tnhttps://www.tayara.tn/fr/item/6786a89c7041684afec2ec9e/Appartements/Ariana/Ennasr/A_louer_un_rez_de_jardin_S4_dune_villa_Ennasr2_/,tayara.tn,2025-04-21,Ariana,,,,autre,residential,1 400 DT,"[10.187876694247453, 36.85939808603887]",['https://www.tayara.tn/mediaGateway/resize-image?img=25/25cd8c42-b125-4d03-a8e4-6f8d4cbb1127&w=100&w=300'],False,True,True
📍L’AOUINA WAHET : APPARTEMENT S+2 A VENDRE,290000,"Tunis, il y a 17 minutes",https://www.tayara.tn/mediaGateway/resize-image?img=9b/9bb731cb-dce5-4230-9151-3f1ca6f46072&w=100&w=300,https://www.tayara.tnhttps://www.tayara.tn/fr/item/6806035cc5beda2b51cbb623/Appartements/Tunis/L_Aouina/LAOUINA_WAHET_APPARTEMENT_S2_A_VENDRE/,tayara.tn,2025-04-21,Tunis,,,,autre,residential,290 000 DT,"[10.19140667879648, 36.81018501456452]",['https://www.tayara.tn/mediaGateway/resize-image?img=9b/9bb731cb-dce5-4230-9151-3f1ca6f46072&w=100&w=300'],False,True,True
A louer un s+3 avec une vue sur Lac au Lac2,4800,"Tunis, il y a 17 minutes",https://www.tayara.tn/mediaGateway/resize-image?img=45/45a1de5b-1b89-4a8a-a9b5-d0ae785159a9&w=100&w=300,https://www.tayara.tnhttps://www.tayara.tn/fr/item/678692d97041684afec2d990/Appartements/Tunis/Lac_2/A_louer_un_s3_avec_une_vue_sur_Lac_au_Lac2/,tayara.tn,2025-04-21,Tunis,,,,autre,unknown,4 800 DT,"[10.17825981971829, 36.81401566614879]",['https://www.tayara.tn/mediaGateway/resize-image?img=45/45a1de5b-1b89-4a8a-a9b5-d0ae785159a9&w=100&w=300'],True,True,True
rez de chaussée s plus 2 a ennasr 2 wb4119,1200,"Ariana, il y a 17 minutes",https://www.tayara.tn/mediaGateway/resize-image?img=6b/6b6f7809-a215-4f6e-9bdd-e1d6f2228bb5&w=300,https://www.tayara.tnhttps://www.tayara.tn/fr/item/6806243ec5beda2b51cbdf23/Maisons%20et%20Villas/Ariana/Ennasr/rez_de_chausse_s_plus_2_a_ennasr_2_wb4119/,tayara.tn,2025-04-21,Ariana,,,,autre,unknown,1 200 DT,"[10.195049403513142, 36.86431335796169]",['https://www.tayara.tn/mediaGateway/resize-image?img=6b/6b6f7809-a215-4f6e-9bdd-e1d6f2228bb5&w=300'],False,True,True
studio s0 meublé aux jmzh 1 wb3930,600,"Ariana, il y a 17 minutes",https://www.tayara.tn/mediaGateway/resize-image?img=70/70e27d24-b4e8-462a-87c7-8581f962a49e&w=300,https://www.tayara.tnhttps://www.tayara.tn/fr/item/6806243dc1f8f57898ddd2e4/Maisons%20et%20Villas/Ariana/Jardins_El_Menzah/studio_s0_meubl_aux_jmzh_1_wb3930/,tayara.tn,2025-04-21,Ariana,0.0,0.0,,autre,residential,600 DT,"[10.189084736079714, 36.863106371576244]",['https://www.tayara.tn/mediaGateway/resize-image?img=70/70e27d24-b4e8-462a-87c7-8581f962a49e&w=300'],False,True,True
studio s0 a el manar 1 wb4002,320,"Tunis, il y a 17 minutes",https://www.tayara.tn/mediaGateway/resize-image?img=83/83f54755-dbff-4fe5-af31-dd76719a8435&w=300,https://www.tayara.tnhttps://www.tayara.tn/fr/item/6806243cc1f8f57898ddd2e2/Maisons%20et%20Villas/Tunis/El_Manar_1/studio_s0_a_el_manar_1_wb4002/,tayara.tn,2025-04-21,Tunis,,,,autre,residential,320 DT,"[10.184444554698604, 36.802073651009906]",['https://www.tayara.tn/mediaGateway/resize-image?img=83/83f54755-dbff-4fe5-af31-dd76719a8435&w=300'],False,True,True
📍 ENNASR 2 : APPARTEMENT S+3 A VENDRE,475000,"Ariana, il y a 18 minutes",https://www.tayara.tn/mediaGateway/resize-image?img=9b/9bb731cb-dce5-4230-9151-3f1ca6f46072&w=100&w=300,https://www.tayara.tnhttps://www.tayara.tn/fr/item/677f8c4eb7de28167ed1e137/Appartements/Ariana/Cit_Ennasr_2/_ENNASR_2_APPARTEMENT_S3_A_VENDRE_/,tayara.tn,2025-04-21,Ariana,,,,autre,residential,475 000 DT,"[10.184126439821828, 36.86921105902172]",['https://www.tayara.tn/mediaGateway/resize-image?img=9b/9bb731cb-dce5-4230-9151-3f1ca6f46072&w=100&w=300'],False,True,True
A louer un réez de chaussée à chatt mariem,1500,"Sousse, il y a 21 minutes",https://www.tayara.tn/mediaGateway/resize-image?img=8b/8b925b55-9a8a-419a-bf7a-8061cf9ccc61&w=100&w=300,https://www.tayara.tnhttps://www.tayara.tn/fr/item/680623fcc5beda2b51cbdec5/Maisons%20et%20Villas/Sousse/Akouda/A_louer_un_rez_de_chausse_chatt_mariem/,tayara.tn,2025-04-21,Sousse,,,,autre,unknown,1 500 DT,"[10.631392681451453, 35.82578150123259]",['https://www.tayara.tn/mediaGateway/resize-image?img=8b/8b925b55-9a8a-419a-bf7a-8061cf9ccc61&w=100&w=300'],False,True,True
Appart S+2 neuf haut standing à Ennasr,1500,"Ariana, il y a 21 minutes",https://www.tayara.tn/mediaGateway/resize-image?img=f8/f8264408-0057-4747-8bda-be2d71a204fa&w=300,https://www.tayara.tnhttps://www.tayara.tn/fr/item/680623fbc1f8f57898ddd296/Appartements/Ariana/Cit_Ennasr_2/Appart_S2_neuf_haut_standing_Ennasr/,tayara.tn,2025-04-21,Ariana,,,,autre,unknown,1 500 DT,"[10.1949926110314, 36.867287174922815]",['https://www.tayara.tn/mediaGateway/resize-image?img=f8/f8264408-0057-4747-8bda-be2d71a204fa&w=300'],False,True,True
A louer appartement S+3 à la Manouba,1200,"La Manouba, il y a 22 minutes",https://www.tayara.tn/mediaGateway/resize-image?img=43/43eaf64f-9bfd-4703-99ad-76fe7e98616b&w=100&w=300,https://www.tayara.tnhttps://www.tayara.tn/fr/item/680623bcc1f8f57898ddd238/Appartements/La_Manouba/La_Manouba/A_louer_appartement_S3_la_Manouba/,tayara.tn,2025-04-21,Manouba,,,,autre,residential,1 200 DT,"[10.1815, 36.8065]",['https://www.tayara.tn/mediaGateway/resize-image?img=43/43eaf64f-9bfd-4703-99ad-76fe7e98616b&w=100&w=300'],False,True,True
شقة مفروشة للإيجار في حدائق قرطاج,160,"Tunis, il y a 23 minutes",https://www.tayara.tn/mediaGateway/resize-image?img=47/4799acf8-f386-4078-ad5b-8fcb04cbf38d&w=100&w=300,https://www.tayara.tnhttps://www.tayara.tn/fr/item/67fe9c0bfd1c6385be501bad/Locations%20de%20vacances/Tunis/Jardins_De_Carthage/_/,tayara.tn,2025-04-21,Tunis,,,,autre,unknown,160 DT,"[10.17416039628407, 36.81574730741967]",['https://www.tayara.tn/mediaGateway/resize-image?img=47/4799acf8-f386-4078-ad5b-8fcb04cbf38d&w=100&w=300'],False,True,True
s plus 1 meublé a la cité olympique wb2021,1100,"Tunis, il y a 23 minutes",https://www.tayara.tn/mediaGateway/resize-image?img=92/92127cba-d946-4305-89c8-4d3bf1637a15&w=300,https://www.tayara.tnhttps://www.tayara.tn/fr/item/680623aec5beda2b51cbde62/Appartements/Tunis/Cit_Olympique/s_plus_1_meubl_a_la_cit_olympique_wb2021/,tayara.tn,2025-04-21,Tunis,1.0,11.0,100.0,autre,unknown,1 100 DT,"[10.182936190833761, 36.79744285285241]",['https://www.tayara.tn/mediaGateway/resize-image?img=92/92127cba-d946-4305-89c8-4d3bf1637a15&w=300'],False,True,True
